,cues,outcomes
3437,the_hotel_numbering_on_me_in_my_increasing_paranoia,PresentProg
3438,it_tastefully_with_many_fine_antiques_and_select_paintings,PresentSimple
3439,ashamed_he_quickly_it_back,PastSimple
3440,you_off,PastSimple
3441,i_her_again,FutureSimple
3442,in_an_attempt_to_encourage_drivers_to_opt_for_cars_with_converters_or_to_have_them_fitted_on_older_models_some_european_countries_tax_incentives,PresentProg
3443,madeleine_her_away_from_school,PastPerf
3444,since_then_the_numbers_of_divorced_separated_and_unmarried_parents_steadily_all_across_europe,PresentPerf
3445,but_drinkers_off_reasonably_lightly_according_to_reliable_westminster_sources,FutureSimple
3446,he_at_her_with_an_icy_contempt,PastProg
3447,i_partly_with_the_first_argument,PresentPerf
3448,inside_the_figures_of_grand_duke_serge_of_russia_and_his_wife_grand_duchess_elizabeth,PresentSimple
3449,so_when_you_this_chap_again_then,PresentProg
3450,we_with_the_french_legal_system,PresentProg
3451,prostaglandins_other_therapeutic_possibilities,PresentSimple
3452,they_also_responsible_for_many_symposia_and_meetings_for_specialists_in_the_field_of_venereology,PresentPerf
3453,importance_of_aesthetics_despite_my_obvious_interest_in_the_city_in_recent_years_my_search_me_away_from_a_preoccupation_with_subjects_to_a_greater_preoccupation_with_aesthetics,PresentPerf
3454,the_station_on_a_site_of_particular_significance_in_the_history_of_bombay,PastSimple
3455,no_one_ever_the_secret_recipe_for_army_tea,PresentPerf
3456,instead_she_over_her_sons_to_their_nanny_and_detectives_on_christmas_eve_for_delivery_with_their_presents_to_sandringham,FutureSimple
3457,since_nineteen_eighty_eight_again_local_government_alone_over_five_percent_of_its_workforce,PresentPerf
3458,well_no_but_everybody_their_oh_right,PastProg
3459,on_the_other_hand_private_bailiffs_subject_to_far_less_control_and_scrutiny,PresentSimple
3460,pure_and_applied_research_in_microelectronics_biochemistry_and_material_sciences_areas_of_particular_economic_importance_to_catalonia_by_a_large_permanent_staff_as_well_as_by_visiting_scientists_from_the_rest_of_spain_portugal_and_southern_france,FutureSimple
3461,that_make_sense_actually,PresentSimple
3462,so_we_to_the_dining_room,PastSimple
3463,the_nissan_plant_although_smaller_than_the_one_originally_envisaged_by_the_depressed_north_east_of_england,PastSimple
3464,people_out_onto_the_deck_and_screaming,PastProg
3465,our_group_at_present_a_course_of_lectures_and_assessed_drives_at_stirling_university,PresentProg
3466,and_he,PastSimple
3467,their_parents_any_sort_of_criminal_record,PresentPerf
3468,his_hair_early,PastProg
3469,they_public_bodies_a_duty_a_accountability_both_to_central_government_and_to_the_electorate_in_their_area,PresentProg
3470,her_mysterious_saviour,PastPerf
3471,very_high_velocities_in_the_movement_of_spray_rising_from_impacts_of_this_type,PresentPerf
3472,she_all_about_her_dream_and_its_consequences,PastPerf
3473,he_out_at_the_great_dark_sweep_of_the_edge_above_the_dale,PastProg
3474,the_pickets_though_unimpressed,PastSimple
3475,the_offices_in_an_old_registry_office_still_on,PresentProg
3476,it_a_traumatic_time_for_all_concerned,PastSimple
3477,of_uncertainty,PresentSimple
3478,a_cat_in_the_front_door_obstinately_blocking_the_path_of_arriving_customers,PresentSimple
3479,assimilating_the_family_into_the_farm_each_generation_no_doubt_with_the_problem_of_assimilating_the_family_into_the_farm,PresentPerf
3480,he_to_and_been_accepted_by_the_officer_training_corps_of_the_university,PastPerf
3481,we_not_by_it,FutureSimple
3482,owners_of_high_value_houses_more_council_tax,FutureSimple
3483,danny_mcstay_and_welland_chu_the_researchers_on_the_project,PresentProg
3484,and_here_a_curiosity,PastSimple
3485,she_and_alice_opposite_each_other_across_the_kitchen_table_the_teapot_between_them,PastPerf
3486,there_no_this_intractable_man,PastProg
3487,the_applicant_as_part_of_a_small_group_studying_the_structure_of_the_nuclear_envelope_and_the_dynamics_of_its_assembly_during_cell_division,FutureSimple
3488,or_the_best_thing_they_yes,PresentSimple
3489,after_their_previous_experience_of_leaky_ponds_john_and_jenny_no_chances_with_the_strength_of_the_retaining_wall,PastProg
3490,the_bottom_tier_great_for_your_copies_of_best,PresentProg
3491,this_man_winningly_over_the_rampart,PastProg
3492,thus_sheltered_he_a_cup_of_tea_on_the_petrol_stove,PastProg
3493,concern_about_the_confidentiality_of_large_amounts_of_personal_data_legal_action,PresentPerf
3494,for_this_year_the_owners_a_collective_loss,PresentProg
3495,they_strongly_ministers_for_turning_the_poll_tax_review_into_a_wider_ranging_consideration_of_the_scope_and_structure_of_local_government,PresentSimple
3496,ncr_also_the_microsoft_windows_dynamic_link_library_and_enhanced_international_language_support,PresentProg
3497,and_i_from_there_as_a_forester,PastSimple
3498,she_suddenly,PastSimple
3499,in_the_music_class_you_the_experience_of_listening_to_and_making_music_of_various_kinds,FutureSimple
3500,the_sport_in_need_of_a_worthy_champion,PresentSimple
3501,suddenly_her_stomach_with_anxiety,PastProg
3502,people_studying_imprinting_a_stuffed_hen_or_even_a_red_ball_on_a_rotating_arm,PastPerf
3503,i_around_the_pavement_by_the_shop_for_a_bit_fiddling_with_the_ball_of_string_in_my_pocket,PresentSimple
3504,he_no_link_with_the_outside_world,PastSimple
3505,bringing_that_down_one_of_the_main_tasks_facing_the_new_government,FutureSimple
3506,child_benefit_the_principal_family_benefit_not_in_line_with_pensions_and_other_benefits,PresentPerf
3507,i_not_going_anywhere_i,PastSimple
3508,maisie_in_her_turn_always_around_the_school,PastProg
3509,males_slimmer_than_females_with_a_more_deeply_forked_tail_fin,PresentSimple
3510,the_nature_of_the_environment_surrounding_the_site_of_obvious_importance_including_possible_future_uses_of_the_land,PresentSimple
3511,inevitably_foley_his_pouch,PastProg
3512,she_the_part,PastSimple
3513,the_study_on_past_present_and_future_incidents_involving_crowds_in_and_around_sheffield,PresentProg
3514,winning_elections_and_governing_well_after_doing_so_two_different_activities,PresentSimple
3515,that_sleeping_peaceful_beauty_almost_too_much_for_her,PastPerf
3516,i_that_tape_in_that_morning,FutureSimple
3517,with_their_bulging_pockets_suddenly_grotesque,PresentSimple
3518,some_still_quite_substantial_wounds,PresentProg
3519,the_smile_apparently_bert_and_jasper,PastPerf
3520,to_date_rural_planners_virtually_the_need_for_cooking_energy,PresentPerf
3521,may_june_september_and_even_october_ideal_despite_the_possibility_of_rain,PresentSimple
3522,salt_suitable,PresentProg
3523,and_there_no_access_to_either_the_infant_or_the_mother,FutureSimple
3524,white_hot_guarantee_there_absolutely_no_surcharges_on_the_price_of_your_white_hot_holiday,FutureSimple
3525,the_battle_lines_over_animal_research_in_california,PresentProg
3526,the_news_of_his_marriage_like_wildfire_through_florence,PastPerf
3527,she_so_nice_on_the_phone_not_knowledgeable_but_pleasantly_enthusiastic,PastPerf
3528,next_sunday_there_a_celebration_mass_for_the_children_preparing_for_first_communion,FutureSimple
3529,the_following_day_the_class_work_on_twelve_fences,PastSimple
3530,and_vincente_ballesteros_a_reputation_as_one_of_the_finest_surgeons_in_the_business,PresentSimple
3531,until_now_the_siege_plan_orthodox,PastPerf
3532,but_they_not_in,FutureSimple
3533,i_it_on_before,PresentPerf
3534,the_second_constraint_the_form_of_description_of_the_atomic_individuals,PresentSimple
3535,i_the_best_out_of_them,PastProg
3536,at_present_beaches_as_clean_on_bacteriological_levels_with_the_virus_levels_ignored,PresentProg
3537,the_likely_size_of_the_turnover_of_the_lottery_unknown,PresentSimple
3538,they,PastSimple
3539,you_laughing,FutureSimple
3540,only_in_the_back_a_problem,PresentSimple
3541,his_voice_as_faint_as_the_whisper_of_a_breeze_against_silk,PastPerf
3542,almost_everyone_for_the_group_rather_than_a_specific_title,FutureSimple
3543,in_practice_we_soon_desktop_videoconferencing_becoming_a_standard_feature_of_computer_communications,FutureSimple
3544,seb_with_christian_on_top_of_a_steadily_rising_haystack_the_last_of_many,PastProg
3545,a_modern_twist_to_the_marxist_critique_of_the_commodity_with_the_application_of_semiotics,PresentPerf
3546,i_on_you,PastProg
3547,indeed_there_a_lack_of_knowledge_about_the_causal_mechanisms_of_climatic_variability_in_general,PresentSimple
3548,her_life_simply_to_a_full_stop,PastPerf
3549,none_of_the_others_unscathed_either_each_of_them_being_lashed_in_varying_degrees_with_myriad_points_of_searing_pain,PastPerf
3550,from_here_there_a_continuous_series_of_gradations_to_gliding_wings_and_hence_to_flapping_wings,PresentSimple
3551,the_lights_on,PastSimple
3552,that_boy_a_real_sense_of_responsibility_these_days,PresentProg
3553,what_effects_the_following_on_the_equilibrium_rate_of_interest,FutureSimple
3554,others_however_on_your_vote,PresentProg
3555,then_she,PastSimple
3556,the_investigation_of_international_skills_upon_analysing_of_the_transcripts_and_computer_simulation_of_certain_features_of_the_dialogues,FutureSimple
3557,she_not_him_a_sportsman,PastPerf
3558,patsy_in_plenty_of_time_nimbly_quick_on_his_feet_as_a_buck_hare,PastSimple
3559,it,PastPerf
3560,that_the_downfall_of_the_auction_mart_however,PresentPerf
3561,summary_the_discovery_of_many_new_facts_and_new_types_of_agnathans_with_hitherto_unknown_anatomical_features_some_of_our_traditional_ideas,PresentPerf
3562,it_data_on_mobility_as_related_to_job_change_primarily_for_people_in_management_professional_and_technical_occupations,PresentSimple
3563,they,PastProg
3564,terry_harrison_how,PresentSimple
3565,it_money_on_mortgage_for_the_purpose_of_an_apparently_genuine_sale,PastPerf
3566,a_precision_instrument_whose_chief_virtues_useless_to_anyone_in_this_age,PastSimple
3567,the_correspondent_in_the_times_and_the_guardian_both_his_defensive_errors,PresentPerf
3568,that_still_clean,PresentSimple
3569,how_easy_it,PastSimple
3570,rescue_extremely_urgent,PastProg
3571,at_the_end_of_the_walk_a_marshal_your_form,FutureSimple
3572,the_socialists_though_not_it_lying_down,PresentProg
3573,constipation_a_problem,PastProg
3574,he_no_right_to_one,PastSimple
3575,she_police_investigations_into_union_membership,PastPerf
3576,it_him,PastProg
3577,david_at_her,PastSimple
3578,he_a_grey_business_suit_an_immaculate_white_shirt_and_a_red_and_grey_striped_silk_tie,PastProg
3579,at_that_time_a_new_dance_director_through_the_ranks,PastPerf
3580,it_bright_enough,PresentSimple
3581,but_the_main_and_most_pleasant_surprise_the_sense_of_camaraderie_among_climbers_in_the_alps,PastSimple
3582,all_profits_to_the_sick_fund,PresentSimple
3583,and_the_children_of_elvis_on_his_every_word,PastSimple
3584,the_sickness_peaks_when_the_foetus_though_a_rapid_stage_of_development_of_limbs_and_organs_making_it_highly_sensitive_to_toxins,PresentProg
3585,used_in_this_way_the_computer_a_valuable_background_resource_in_british_schools_rather_than_an_agent_of_revolutionary_change,PresentPerf
3586,but_the_champions_already_their_overseas_quota_with_andrew_farrar,PastPerf
3587,nobody_me,PresentSimple
3588,people_in_schools_hospitals_public_offices_of_all_kinds_to_the_challenge,PresentProg
3589,a_little_later_shows_on_at_village_fairs_and_halls_by_travelling_showmen,PastSimple
3590,obviously_to_take_this_to_the_end_of_the_line_impossible_and_as_pointless_as_a_dog_chasing_its_tail,PresentSimple
3591,ecalpemos_still_here_next_year,FutureSimple
3592,you_that,FutureSimple
3593,at_about_the_same_time_far_away_in_rome_christians_by_the_emperor_nero,PastProg
3594,vitamin_a_also_necessary_for_healthy_growth_of_cells,PresentSimple
3595,his_new_novel_next_spring,FutureSimple
3596,i_just_about_also_sheep_shearing_and_stuff,PastProg
3597,asia_a_breakeven_result_with_hong_kong_and_a_number_of_smaller_territories_producing_an_underwriting_profit,PastSimple
3598,but_you_presumably_not_well_before_then,PastProg
3599,i_now_the_vote_on_the_amendment,FutureSimple
3600,trading_in_the_second_a_clear_improvement_and_since_boxing_day_sales_of_fourteen_per_cent_ahead_of_the_previous_year,PresentPerf
3601,some_of_them_mature_students_medicine_dentistry_law_engineering,PastProg
3602,during_this_time_her_sole_contact_with_a_european_a_fortnight_with_a_german_woman_in_algeria,PresentPerf
3603,when_you_an_injury_its_very_difficult,PresentProg
3604,work_also_in_from_the_french_firm_matra_sa_and_the_us_company_rockwell_international_inc_as_well_as_from_digital_equipment_corp,PresentPerf
3605,one_year_a_few_days_after_christmas_i_in_the_slieve_muck_area,PastProg
3606,this_nursery_better_in_its_decay_than_her_own_bedroom,PastPerf
3607,this_the_collation_of_all_courses_in_the_region_run_by_universities_and_further_education_establishments_for_use_by_staff_students_and_career_advisers,FutureSimple
3608,kee_dark_rather_than_pretty_with_wavy_hair,PastProg
3609,you_it_straight,FutureSimple
3610,both_she_and_george_long_ago_given_up_all_hope_of_a_child,PastSimple
3611,over_the_many_years_preceding_the_period_now_being_described_the_ownership_of_properties_and_land_in_combsburgh_hands_many_times,PastPerf
3612,optical_fibre_experiments_the_following_experiment_analogue_communication_using_an_optical_fibre,PresentSimple
3613,in_south_africa_mandela,PresentPerf
3614,it_the_house_of_norman_hillier_one_of_their_tenants_in_berkeley,PresentSimple
3615,snmp_out_of_its_traditional_local_area_network_environment_into_the_wide_area_and_telecommunications_strongholds,PresentProg
3616,you_with_that,PresentProg
3617,okay_son_yourself,PresentSimple
3618,but_this_political_calculus_not_always_a_moderating_influence,FutureSimple
3619,lorna_you,PresentProg
3620,it_worth_here_that_eq,PresentProg
3621,tom_likewise_not_for_love,PastProg
3622,the_contract,PresentProg
3623,wp_much_as_yet_about_that_period,PresentPerf
3624,the_internal_representation_of_a_skill_a_schema,PresentSimple
3625,she_always_pink_in_her_cheeks_and_soft_rose_on_her_lips,PastPerf
3626,you_that,PastSimple
3627,but_the_clarity_of_the_election_result_a_vital_spur_to_business_confidence,FutureSimple
3628,and_the_realists_the_operating_instructions_of_the_kalashnikov_machine_gun,PresentProg
3629,who_money_against_this_security,FutureSimple
3630,its_aircraft_and_cruise_missiles_installations_throughout_iraq_and_kuwait_by_day_and_by_night,PresentPerf
3631,creed,PastProg
3632,how_the_how_the_velocity_itself,PresentProg
3633,katherine_ireland_almost_immediately_afterwards_spending_a_little_time_in_cornwall_with_her_children_before_travelling_up_to_scotland_to_stay_with_friends_there,PastPerf
3634,she_a_bit_mad,PastPerf
3635,lindford_a_short_tour_of_kent_in_may,PresentProg
3636,why_she_herself_to_the_danger_of_someone_remarking_on_the_likeness_between_her_son_and_her_escort_and_making_the_obvious_connection,PastPerf
3637,you_with_intent,PresentProg
3638,what_i_here_in_bed_with_you,PresentProg
3639,the_other_the_weather_report,FutureSimple
3640,perhaps_he_even_it,PastPerf
3641,most_hornbills_even_further,PresentSimple
3642,elsewhere_however_other_styles_over,PastProg
3643,he_of_course_out_on_his_ear,FutureSimple
3644,bell,PresentPerf
3645,who_i_to,PastProg
3646,a_mercedes,PastProg
3647,i,FutureSimple
3648,i_fishing,PresentProg
3649,police_for_witnesses,PresentPerf
3650,almost_as_if_it_a_game,PastProg
3651,the_following_day_iraqi_troops_the_diplomatic_premises_of_canada_belgium_and_france,PastSimple
3652,peter_at_michael,PastProg
3653,and_they_probably_the_very_small_bags_without,PresentSimple
3654,the_lesion,PastPerf
3655,but_he_far_too_quick_for_her,PastSimple
3656,each_square_a_memory_location_for_one_bit_of_information,FutureSimple
3657,now_here_you_to_me_on_the_phone,PresentProg
3658,but_mr_malik_always_up_the_subject,PastProg
3659,thousands_of_firms_down_for_christmas_according_to_the_survey_by_income_data_services,PresentProg
3660,up,PresentPerf
3661,i_already_the_death_warrant,PresentPerf
